X,Y,Z,W,V
0.4967141530112327,0.0,0.0,0.9261775475316414,0.0
-0.13826430117118466,1.0970490407019873,0.4623168414563844,1.9094166404701305,0.49290395872590775
0.6476885381006925,-0.4340798297897347,1.0073410812279873,-1.3985675738191412,1.4750728019654091
1.5230298564080254,0.9657474404944202,0.05713800296714394,0.5629692366905709,0.530631327609688
-0.23415337472333597,0.9508062793461365,1.2381454971138148,-0.6506425691218269,0.42028102276848606
-0.23413695694918055,0.850307736533964,0.2258898585628979,-0.48712538376469605,1.4093624650013816
1.5792128155073915,-0.08835417382802055,0.1844756401131542,-0.5923939242388692,-0.3273827079154803
0.7674347291529088,1.103196598308753,0.1590704689041459,-0.863990769679816,0.09435372997752317
-0.4694743859349521,0.3270977813530375,0.6497406628547604,0.04852162794482699,0.7504891226989259
0.5425600435859647,0.488192076302394,0.41442050364883853,-0.8309501164110378,0.49808101705484586
-0.46341769281246226,0.4940636982279024,0.5996742321466446,0.2704568257798388,-0.6367769882505347
-0.46572975357025687,-0.49942242296164235,-0.5378538180020533,-0.05023810944913695,0.7546119366952102
0.24196227156603412,-0.048985833004835,-0.5412466849266724,-0.23894804686640975,0.38537665431901064
-1.913280244657798,-0.41931301424834333,-0.7615789399078111,-0.9075636620415979,-0.38612079360188956
-1.7249178325130328,-1.007075044420161,0.5903760371799284,-0.5767713305683327,-1.2163292203907368
-0.5622875292409727,-0.8405938492947785,-0.6234992614024502,0.755391225825756,0.03856391077137365
-1.0128311203344238,-0.008000054649441979,-0.17819487037015724,0.5009171876243808,-0.8469499485609617
0.3142473325952739,-0.07199472140459118,0.6852456442840605,-0.977555244798551,-0.1870591662016844
-0.9080240755212109,0.44929963279492363,0.20381826029861472,0.09933230542922587,0.12123121151152039
-1.4123037013352915,-1.001571837339679,-0.0662319042920716,0.751387123371789,0.17956189942792058
1.465648768921554,-0.5434784514385509,-0.32914302510659116,-1.6694052811213718,0.1440240626383914
-0.22577630048653566,1.5583683704614157,-1.7503583811781682,0.543360192379935,-0.4907199079492479
0.06752820468792384,-1.0504779297782783,0.7538005515752833,-0.6626237589458467,-1.5134057179478222
-1.4247481862134568,-0.5933181741101138,-0.04987336417770727,0.5705986685931593,-0.037502094026170746
-0.5443827245251827,-0.9665466081054075,-0.3794511939056603,-0.7632591565425169,0.48890839298374533
0.11092258970986608,-0.39709523409001846,-1.2214240769575293,-1.804882100664519,-0.1491120042816506
-1.1509935774223028,-0.15814021981276338,-1.0165480897838866,-1.6275424378831627,-1.9714954846854864
0.37569801834567196,-0.1704149666206869,0.3302267391690884,0.048084946661381994,-1.6996809489942313
-0.600638689918805,0.1259295625173232,-0.26306650558110345,0.25972250172148187,1.2935751825294732
-0.2916937497932768,-0.28954322581926734,0.2905785611059287,-0.9043166251044086,0.46085642396988963
-0.6017066122293969,-0.11396042032136468,-0.303247008401912,0.6385924587773739,-0.34692824432054337
1.8522781845089378,-0.5171659194905496,-0.0869873704477396,-1.6615200622689599,0.47083809532583853
-0.013497224737933921,1.5077954905108,0.0560204869134599,-0.06607979864731657,-0.9320094805021888
-1.0577109289559004,0.02851981536769816,-0.0944230479595739,-1.2110161997624567,0.46433827886700435
0.822544912103189,-0.672924505215724,0.516116944150445,-0.6518361078021592,-2.1197319225497746
-1.2208436499710222,1.702223282072915,-0.47354951720702126,0.047398671316414016,0.5894552153729902
0.2088635950047554,-1.4966278835395834,1.3277209217750339,-0.8604133652839524,-0.8344931079735359
-1.9596701238797756,-0.14479360434409821,0.059038946809643056,-0.38455554422982535,0.4038567622188741
-1.3281860488984305,-1.459019662513959,0.3481577027379182,1.0062928092144405,0.09689043463813979
0.19686123586912352,-0.9873393865469563,-0.6929312962752627,-0.5768918695231487,1.9485645891429004
0.7384665799954104,0.1286795901785061,-0.49185410857069006,0.8356921120651418,-0.2481706441504522
0.1713682811899705,1.1435362304753203,0.6707229068872937,-1.129706854657618,0.3929132910476802
-0.11564828238824053,-0.43440783141326533,1.5028375044357403,0.5298041779152828,-0.6685200890170475
-0.3011036955892888,0.05879910670892419,-0.6377826238576382,1.4415686206579004,1.2848191687661634
-1.4785219903674274,-0.07650175131969084,0.19595807175049104,-2.4716445001272893,0.48529685074624584
-0.7198442083947086,-0.3759619577646184,0.18086609996517541,-0.7968952554704768,-1.2207299174836252
-0.4606387709597875,-0.09383178257158825,0.36915806980354926,0.57707212718054,-0.8856452653281118
1.0571222262189157,-0.06981098184290102,0.2942873016124962,-0.2030453860429927,0.39816496077275854
0.3436182895684614,1.5335511876309424,-0.11691438262200397,0.37114587337130883,0.16726664484302212
-1.763040155362734,0.18835871951283434,0.9279202363692991,-0.6039851867158206,-0.4444046745973493
0.324083969394795,-2.130457565587334,0.9102677633201867,0.08658978747289992,-0.07592910205856485
-0.38508228041631654,-0.23642899921231758,-2.354969596154258,-0.15567723539207948,0.3610014542158294
-0.6769220003059587,-0.9696107210368023,0.679150180540794,1.1677820616598074,-1.221408790332703
0.6116762888408679,-0.8856127728336289,0.544451470050073,0.2544208433012131,1.5501789007042566
1.030999522495951,0.3269253393183831,-1.781070521136964,0.3376026620752022,1.6537977369810286
0.9312801191161986,0.1300133846149628,-0.6265441698874161,-0.4118769661224674,-0.5666628177534535
-0.8392175232226385,1.9649002984625952,0.7701444400242368,-0.48760622407249354,-0.36256484195624517
-0.3092123758512146,-0.3739968477454679,1.605647958467711,-0.4325581878196209,0.6747622908741014
0.33126343140356396,-0.10677418869628377,-0.17229755667134267,0.39445214237829684,0.8763779130678259
0.9755451271223592,-0.11197154931048697,-0.2044020516511573,-0.42098448082026296,-0.7698606255784841
-0.47917423784528995,0.7312662883005124,-0.561478483161751,0.2897748568964129,-0.9053683351738271
-0.18565897666381712,-0.2933923146994928,1.134760916152607,2.075400798645439,0.2110107932361373
-1.1063349740060282,-0.9337774831426422,-0.6708494571048644,0.8711247034316923,2.302418634623652
-1.1962066240806708,-1.3763116759739775,-0.6725830648840976,-0.32602353216784113,0.24099378125471704
0.812525822394198,-1.4411375266963544,-0.7730992525114065,1.2012139221639448,-1.300832658961891
1.356240028570823,0.3493368359397516,-0.7047915489465442,-0.4080753730215514,-0.7370593824418468
-0.07201012158033385,1.3052293918368578,0.19978320210051037,-2.038124535177854,-0.4211467935647827
1.0035328978920242,0.05434896976806364,1.4652078500890369,-1.008086310917404,-0.816601774794616
0.36163602504763415,0.588123547750993,0.09375813337698007,-1.8707919210258557,0.7932513541218176
-0.6451197546051243,0.31373885520095945,0.37316997425253695,-0.35151348404130867,-1.2207611110524195
0.36139560550841393,-0.8475462624595735,-0.5130593227792711,0.0184183791895517,0.9602506115495912
1.5380365664659692,-0.3328151332889114,-0.8549803563736977,1.6764373122752827,-0.7091359691353126
-0.03582603910995154,1.677891441644996,-0.34716391911936073,0.32692737376416264,0.8636034430129199
